"","year","id","wrkstat","evwork","PRESTG10","natcrime","health","abhlth","fear","fepresch","fammhneg","safehlth","trdunion","physhlth","mntlhlth","hlthdays","hyperten","arthrtis","diabetes","depress","misswork","hlthphys","hlthmntl","abinspay","inteduc","savejobs","spschool","hlthcare","prvdschl","strngun","conschls","immcrime","crimlose","ballot","hlthstrt","rhlthend","yr_bal_id"
"6009",2018,604,"school","yes",40,"TOO LITTLE","good","no","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A",NA,"excellent","2018BALLOT A604"
"6010",2018,605,"UNEMPL, LAID OFF",NA,53,"ABOUT RIGHT",NA,NA,NA,"STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Very good",NA,"Not at all interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B605"
"6011",2018,606,"KEEPING HOUSE","yes",28,"TOO MUCH","poor","yes","no","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Fair","People should be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A606"
"6012",2018,607,"KEEPING HOUSE","yes",37,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Fair","People should not be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT B",NA,NA,"2018BALLOT B607"
"6013",2018,608,"WORKING FULLTIME",NA,35,NA,"good","yes","no","disagree",NA,"Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Good","Very good","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A608"
"6014",2018,609,"KEEPING HOUSE","yes",50,"TOO LITTLE","good","no","yes",NA,"Not very much",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Very good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2018BALLOT C609"
"6015",2018,610,"WORKING FULLTIME",NA,27,"ABOUT RIGHT","good","yes","yes","STRONGLY AGREE",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Good","Good","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"excellent","2018BALLOT A610"
"6016",2018,611,"WORKING FULLTIME",NA,35,NA,"good","no","yes","agree",NA,"Strongly Agree","Strongly Agree",0,3,0,"No","No","No","No",0,"Fair","Fair","People should not be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A","excellent",NA,"2018BALLOT A611"
"6017",2018,612,"WORKING FULLTIME",NA,28,"TOO LITTLE","good","yes","no",NA,"Not at all","Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"excellent","2018BALLOT C612"
"6018",2018,613,"WORKING FULLTIME",NA,45,"TOO LITTLE","good","yes","yes","disagree",NA,"Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A613"
"6019",2018,614,"KEEPING HOUSE","no",NA,"TOO LITTLE",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Excellent","People should not be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B614"
"6020",2018,615,"KEEPING HOUSE","yes",24,"ABOUT RIGHT",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Very good","People should be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT B",NA,NA,"2018BALLOT B615"
"6021",2018,616,"KEEPING HOUSE","yes",35,"TOO LITTLE","good","no","yes",NA,"Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Very good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"excellent","2018BALLOT C616"
"6022",2018,617,"KEEPING HOUSE","no",NA,NA,"excellent","no","no",NA,"Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Excellent","Excellent","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C617"
"6023",2018,618,"KEEPING HOUSE","no",NA,"TOO LITTLE",NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"COMPLETE CONFIDENCE",NA,NA,"BALLOT B",NA,"excellent","2018BALLOT B618"
"6024",2018,619,"UNEMPL, LAID OFF",NA,61,"ABOUT RIGHT","excellent","yes","yes",NA,"Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Excellent","Excellent","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"excellent","2018BALLOT C619"
"6025",2018,620,"KEEPING HOUSE","yes",37,NA,NA,NA,NA,"STRONGLY DISAGREE","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Very good","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","good",NA,"2018BALLOT B620"
"6026",2018,621,"KEEPING HOUSE","yes",47,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Good","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B621"
"6027",2018,622,"WORKING PARTTIME",NA,31,NA,"excellent","yes","yes","disagree",NA,"Agree","Agree",0,2,0,"Yes","Yes","No","Yes",0,"Excellent","Very good","People should be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A622"
"6028",2018,623,"WORKING FULLTIME",NA,51,NA,NA,NA,NA,"STRONGLY DISAGREE","Not very much","Agree",NA,0,2,0,"No","No","No","No",0,"Very good","Very good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B623"
"6029",2018,624,"WORKING FULLTIME",NA,45,NA,"fair","no","no","agree",NA,"Strongly Agree","Agree",7,0,7,"Yes","No","Yes","No",4,"Fair","Good","People should not be able","Very interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT A","fair",NA,"2018BALLOT A624"
"6030",2018,625,"retired","yes",61,"ABOUT RIGHT","excellent","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Excellent","Excellent","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A",NA,"excellent","2018BALLOT A625"
"6031",2018,626,"WORKING FULLTIME",NA,62,NA,"good","yes","no",NA,"Not very much","Agree","Disagree",0,0,0,"Yes","No","No","No",0,"Very good","Excellent","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","good",NA,"2018BALLOT C626"
"6032",2018,627,"school","yes",38,"TOO LITTLE",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Excellent","Excellent","People should not be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT B",NA,"excellent","2018BALLOT B627"
"6033",2018,628,"WORKING FULLTIME",NA,69,"TOO LITTLE","good","yes","no",NA,"Not very much","Strongly Agree","Disagree",0,7,0,"No","No","No","No",0,"Very good","Very good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"good","2018BALLOT C628"
"6034",2018,629,"retired","yes",61,"TOO LITTLE","good","yes","no","agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Very good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A629"
"6035",2018,630,"WORKING PARTTIME",NA,35,NA,"excellent","yes","no","agree",NA,"Agree",NA,1,10,1,"No","No","No","No",0,"Excellent","Excellent",NA,"Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A630"
"6036",2018,631,"WORKING PARTTIME",NA,45,"TOO LITTLE","good",NA,"no",NA,"Not very much",NA,"Agree",0,NA,NA,"No","No","No","No",NA,"Good","Good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2018BALLOT C631"
"6037",2018,632,"UNEMPL, LAID OFF",NA,31,NA,NA,NA,NA,"disagree","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","good",NA,"2018BALLOT B632"
"6038",2018,633,"WORKING FULLTIME",NA,46,NA,"excellent","yes","no",NA,"Not very much","Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Excellent","Very good","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C633"
"6039",2018,634,"TEMP NOT WORKING",NA,33,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Very good","Excellent","People should be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B634"
"6040",2018,635,"WORKING FULLTIME",NA,74,NA,"good","yes","no",NA,NA,"Strongly Agree","Disagree",15,0,2,"Yes","Yes","No","No",0,"Good","Good",NA,"Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A635"
"6041",2018,636,"WORKING PARTTIME",NA,33,"TOO LITTLE","fair","no","yes",NA,"Not very much","Disagree","Disagree",5,0,0,"Yes","No","No","No",0,"Good","Good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"fair","2018BALLOT C636"
"6042",2018,637,"WORKING FULLTIME",NA,26,NA,NA,NA,NA,"agree","Not very much","Strongly Agree","Agree",2,0,0,"Yes","No","No","No",0,"Good","Good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B637"
"6043",2018,638,"UNEMPL, LAID OFF",NA,35,"ABOUT RIGHT","good","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Excellent","People should be able","Not at all interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A638"
"6044",2018,639,"WORKING FULLTIME",NA,50,"TOO LITTLE",NA,NA,NA,"disagree",NA,"Agree","Agree",2,10,2,"Yes","No","Yes","Yes",2,"Very good","Good","People should not be able","Very interested",NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B",NA,"good","2018BALLOT B639"
"6045",2018,640,"WORKING PARTTIME",NA,47,NA,NA,NA,NA,"STRONGLY DISAGREE","Not at all","Agree","Agree",0,0,0,"Yes","No","No","No",0,"Very good","Very good","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","good",NA,"2018BALLOT B640"
"6046",2018,641,"TEMP NOT WORKING",NA,74,NA,"good","yes","no","agree",NA,"Agree","Agree",0,0,0,"Yes","No","No","No",0,"Good","Very good","People should be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A","excellent",NA,"2018BALLOT A641"
"6047",2018,642,"WORKING FULLTIME",NA,35,"TOO LITTLE","excellent","yes","no",NA,"Not very much","Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Excellent","Very good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"excellent","2018BALLOT C642"
"6048",2018,643,"WORKING FULLTIME",NA,43,NA,NA,NA,NA,"STRONGLY DISAGREE","Not at all","Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,"Very good","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B643"
"6049",2018,644,"WORKING FULLTIME",NA,54,"TOO LITTLE","good","yes","no","agree",NA,"Agree","Disagree",1,0,0,"Yes","No","No","No",0,"Good","Excellent","People should not be able","Very interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A644"
"6050",2018,645,"retired","yes",80,NA,"fair","yes","no",NA,"Somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","fair",NA,"2018BALLOT C645"
"6051",2018,646,"WORKING FULLTIME",NA,69,"TOO MUCH",NA,NA,NA,"disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should not be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT B",NA,"excellent","2018BALLOT B646"
"6052",2018,647,"WORKING FULLTIME",NA,22,NA,"good","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree","Disagree",0,3,0,"No","No","No","No",0,"Very good","Very good","People should not be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A647"
"6053",2018,648,"WORKING FULLTIME",NA,28,NA,NA,NA,NA,"STRONGLY AGREE","Not at all","Strongly Agree","Strongly Agree",NA,2,2,"No","No","Yes","No",2,"Excellent","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","fair",NA,"2018BALLOT B648"
"6054",2018,649,"KEEPING HOUSE","yes",24,"ABOUT RIGHT",NA,NA,NA,"STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Good","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT B",NA,NA,"2018BALLOT B649"
"6055",2018,650,"UNEMPL, LAID OFF",NA,46,NA,"fair","no","yes","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Fair","People should be able","Not at all interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT A","fair",NA,"2018BALLOT A650"
"6056",2018,651,"other","yes",45,NA,NA,NA,NA,"disagree","Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor","Fair","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","fair",NA,"2018BALLOT B651"
"6057",2018,652,"WORKING PARTTIME",NA,38,"TOO LITTLE","good","yes","yes","STRONGLY AGREE",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A652"
"6058",2018,653,"WORKING FULLTIME",NA,67,NA,"good","yes","yes","disagree",NA,"Agree",NA,0,2,1,"No","No","No","No",0,"Good","Very good","People should not be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A","excellent",NA,"2018BALLOT A653"
"6059",2018,654,"WORKING PARTTIME",NA,29,NA,"good","yes","no",NA,"Not at all","Agree","Agree",1,3,4,"No","No","No","No",0,"Very good","Very good","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C654"
"6060",2018,655,"WORKING FULLTIME",NA,25,"TOO LITTLE",NA,NA,NA,"STRONGLY DISAGREE",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT B",NA,"excellent","2018BALLOT B655"
"6061",2018,656,"KEEPING HOUSE","yes",48,"TOO LITTLE","excellent","yes","yes",NA,"Not very much",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Very good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"good","2018BALLOT C656"
"6062",2018,657,"WORKING FULLTIME",NA,35,NA,NA,NA,NA,"STRONGLY DISAGREE","Not very much","Agree","Disagree",0,0,0,"No","No","No","No",0,"Good","Very good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B657"
"6063",2018,658,"WORKING FULLTIME",NA,45,NA,"excellent","yes","yes",NA,"Not at all","Strongly Agree","Strongly Disagree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C658"
"6064",2018,659,"WORKING FULLTIME",NA,51,"TOO LITTLE",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B659"
"6065",2018,660,"WORKING FULLTIME",NA,50,NA,"good","yes","no","disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Good","Good","People should be able","Very interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A660"
"6066",2018,661,"UNEMPL, LAID OFF",NA,51,"TOO LITTLE","good","yes","no",NA,"Not very much",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Fair","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"good","2018BALLOT C661"
"6067",2018,662,"WORKING FULLTIME",NA,39,"TOO LITTLE","excellent","yes","no","STRONGLY DISAGREE",NA,"Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"excellent","2018BALLOT A662"
"6068",2018,663,"WORKING FULLTIME",NA,57,NA,"fair","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C663"
"6069",2018,664,"WORKING PARTTIME",NA,31,"TOO LITTLE","good","yes","no","disagree",NA,"Strongly Agree","Disagree",0,5,0,"Yes","No","No","No",0,"Very good","Fair","People should not be able","Very interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A664"
"6070",2018,665,"WORKING FULLTIME",NA,66,NA,"excellent","yes","no","disagree",NA,"Agree","Agree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A","excellent",NA,"2018BALLOT A665"
"6071",2018,666,"WORKING FULLTIME",NA,53,"TOO LITTLE","good","yes","no",NA,"Not at all","Agree","Agree",5,0,5,"Yes","No","No","No",0,"Very good","Very good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2018BALLOT C666"
"6072",2018,667,"WORKING FULLTIME",NA,59,NA,NA,NA,NA,"disagree","Not very much","Agree","Disagree",0,0,0,"No","No","No","No",0,"Excellent","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B667"
"6073",2018,668,"WORKING FULLTIME",NA,61,NA,"fair","yes","no",NA,"Somewhat","Agree","Agree",0,7,0,"No","No","No","No",0,"Fair","Fair","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","good",NA,"2018BALLOT C668"
"6074",2018,669,"retired","yes",24,"TOO MUCH",NA,NA,NA,"disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Good","People should be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B669"
"6075",2018,670,"WORKING PARTTIME",NA,25,"TOO MUCH","good","yes","yes",NA,"Not at all","Agree","Agree",5,5,5,"Yes","No","Yes","Yes",3,"Good","Good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,NA,"2018BALLOT C670"
"6076",2018,671,"WORKING PARTTIME",NA,39,NA,NA,NA,NA,"STRONGLY DISAGREE","Somewhat","Disagree","Strongly Agree",0,0,0,"No","No","No","No",0,"Very good","Very good","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B671"
"6077",2018,672,"WORKING FULLTIME",NA,53,NA,"good","yes","no",NA,"Somewhat","Agree","Strongly Disagree",0,0,0,"Yes","No","Yes","No",0,"Very good","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C672"
"6078",2018,673,"WORKING PARTTIME",NA,35,NA,NA,NA,NA,"disagree",NA,"Disagree","Disagree",0,0,0,"No","Yes","No","No",0,"Good","Excellent","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B673"
"6079",2018,674,"UNEMPL, LAID OFF",NA,31,NA,"excellent","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A","excellent",NA,"2018BALLOT A674"
"6080",2018,675,"WORKING PARTTIME",NA,38,"TOO LITTLE","good",NA,"yes","STRONGLY DISAGREE",NA,"Agree","Agree",0,0,0,"Yes","No","No","No",0,"Very good","Very good","People should not be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,NA,"2018BALLOT A675"
"6081",2018,676,"WORKING FULLTIME",NA,40,"TOO MUCH","good","yes","no",NA,"Not very much","Agree","Disagree",0,25,15,"No","No","No","Yes",4,"Very good","Poor","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"good","2018BALLOT C676"
"6082",2018,677,"WORKING FULLTIME",NA,40,"TOO LITTLE","good","yes","no","disagree",NA,"Agree","Agree",2,0,0,"No","No","No","No",0,"Good","Very good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"fair","2018BALLOT A677"
"6083",2018,678,"retired","yes",44,"TOO LITTLE",NA,NA,NA,"agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"VERY LITTLE CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B678"
"6084",2018,679,"WORKING FULLTIME",NA,64,NA,NA,NA,NA,"disagree","Not at all","Disagree","Agree",0,0,0,"No","No","No","No",0,"Good","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","excellent",NA,"2018BALLOT B679"
"6085",2018,680,"school","no",NA,"TOO LITTLE","fair","yes","no","disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Very good","People should not be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"fair","2018BALLOT A680"
"6086",2018,681,"WORKING FULLTIME",NA,38,NA,"good","yes","no",NA,"Not at all","Agree","Disagree",0,0,0,"Yes","Yes","No","No",0,"Very good","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C681"
"6087",2018,682,"TEMP NOT WORKING",NA,38,"TOO LITTLE",NA,NA,NA,"disagree",NA,"Strongly Agree","Strongly Agree",10,0,6,"Yes","Yes","No","No",0,"Good","Very good","People should be able","Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT B",NA,"good","2018BALLOT B682"
"6088",2018,683,"WORKING FULLTIME",NA,38,NA,"good","yes","no","disagree",NA,"Agree","Agree",4,0,1,"Yes","No","No","No",1,"Very good","Excellent",NA,"Very interested",NA,NA,NA,NA,NA,"A GREAT DEAL OF CONFIDENCE",NA,NA,"BALLOT A","good",NA,"2018BALLOT A683"
"6089",2018,684,"other","no",NA,NA,NA,NA,NA,"agree","Not very much",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Good","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT B","fair",NA,"2018BALLOT B684"
"6090",2018,685,"WORKING FULLTIME",NA,45,NA,"good","yes","no",NA,"Not at all","Strongly Agree","Strongly Agree",0,0,0,"No","No","No","No",0,"Good","Very good","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","good",NA,"2018BALLOT C685"
"6091",2018,686,"UNEMPL, LAID OFF",NA,31,"TOO LITTLE","fair","yes","no",NA,"Not at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fair","Fair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C",NA,"good","2018BALLOT C686"
"6092",2018,687,"retired","yes",32,"TOO LITTLE","excellent","yes","no","STRONGLY AGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good","Good","People should be able","Moderately interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A687"
"6093",2018,688,"WORKING PARTTIME",NA,28,"ABOUT RIGHT","fair","yes","no","disagree",NA,"Strongly Agree","Agree",10,2,0,"No","No","No","No",2,"Good","Good","People should not be able","Very interested",NA,NA,NA,NA,NA,"SOME CONFIDENCE",NA,NA,"BALLOT A",NA,"good","2018BALLOT A688"
"6094",2018,689,"WORKING FULLTIME",NA,25,NA,"excellent","yes","no",NA,"Somewhat","Strongly Agree","Disagree",0,0,0,"No","No","No","Yes",0,"Excellent","Excellent","People should be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C689"
"6095",2018,690,"retired","yes",33,"TOO LITTLE","fair","yes","yes","STRONGLY DISAGREE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor","Excellent","People should be able","Very interested",NA,NA,NA,NA,NA,"COMPLETE CONFIDENCE",NA,NA,"BALLOT A",NA,"fair","2018BALLOT A690"
"6096",2018,691,"WORKING PARTTIME",NA,25,NA,"excellent","yes","yes",NA,"Not very much","Agree","Strongly Agree",0,0,0,"No","No","No","No",5,"Excellent","Excellent","People should not be able",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BALLOT C","excellent",NA,"2018BALLOT C691"
